album,phonetic_entropy,song,lexical_entropy,first_person_rate,phonetic_repetition_rate,repetition_rate,line_end_similarity,second_person_rate,artist,third_person_rate
queen_of_the_clouds,3.183014700786677,my_gun,5.4394,105.919,0.8115942028985508,0.6522,0.7101,52.96,tove_lo,0.0
queen_of_the_clouds,2.916064163077505,not_made_for_this_world,6.174,95.376,0.7,0.45,0.525,34.682,tove_lo,2.89
queen_of_the_clouds,2.871859248563572,not_on_drugs,5.4492,169.421,0.7804878048780488,0.6341,0.6585,53.719,tove_lo,0.0
queen_of_the_clouds,3.5902127119511693,run_on_love,5.8129,79.422,0.6938775510204082,0.3878,0.5918,36.101,tove_lo,0.0
queen_of_the_clouds,3.9494283395562686,talking_body,5.7192,56.645,0.7419354838709677,0.6702,0.7234,65.359,tove_lo,2.179
queen_of_the_clouds,3.7516291673878226,the_way_that_i_am,5.4782,155.642,0.6041666666666666,0.5,0.5833,93.385,tove_lo,7.782
queen_of_the_clouds,3.2162579340455775,this_time_around,6.1089,117.647,0.6730769230769231,0.5,0.7115,55.882,tove_lo,0.0
queen_of_the_clouds,3.673881532643768,thousand_miles,5.7395,71.429,0.6956521739130435,0.5217,0.5942,91.837,tove_lo,0.0
queen_of_the_clouds,3.3069974866185277,timebomb,5.524,44.226,0.6862745098039216,0.4074,0.6111,63.882,tove_lo,0.0
sunshine_kitty,3.1331460494184484,anywhere_u_go,6.0631,71.882,0.7735849056603774,0.4906,0.5962,76.11,tove_lo,8.457
sunshine_kitty,3.2880074684227263,are_u_gonna_tell_her,6.1304,28.481,0.6808510638297872,0.5,0.5806,50.633,tove_lo,28.481
sunshine_kitty,3.7659463439886327,bad_as_the_boys,5.8675,70.905,0.6363636363636364,0.3636,0.5091,9.78,tove_lo,58.68
sunshine_kitty,3.8843167890323733,come_undone,5.6977,131.234,0.5348837209302325,0.4419,0.5116,86.614,tove_lo,0.0
sunshine_kitty,3.722889862557338,equally_lost,6.3431,83.019,0.5151515151515151,0.3333,0.4848,45.283,tove_lo,0.0
sunshine_kitty,3.478661434982929,glad_hes_gone,6.3738,54.545,0.7222222222222222,0.5,0.6486,58.586,tove_lo,44.444
sunshine_kitty,1.0,gritty_pretty,4.789,0.0,0.0,0.0,0.0,0.0,tove_lo,0.0
sunshine_kitty,3.065184167786935,im_coming,4.9838,223.776,0.7027027027027027,0.3784,0.6216,20.979,tove_lo,0.0
sunshine_kitty,2.977064884676455,jacques,5.81,162.228,0.7307692307692307,0.4615,0.6923,46.005,tove_lo,9.685
sunshine_kitty,3.500547825057847,mateo,6.0863,104.348,0.6521739130434783,0.4348,0.5652,78.261,tove_lo,5.797
sunshine_kitty,2.929694676014164,mistaken,5.838,180.328,0.7105263157894737,0.5789,0.6842,65.574,tove_lo,19.672
sunshine_kitty,3.494034859615899,passion_and_pain_taste_the_same,6.1356,124.324,0.6304347826086957,0.4902,0.549,83.784,tove_lo,5.405
sunshine_kitty,3.0561828469892047,really_dont_like_u,5.6265,130.0,0.746031746031746,0.6032,0.6349,62.5,tove_lo,5.0
sunshine_kitty,2.8259499284666307,sadder_badder_cooler,5.1183,204.861,0.6976744186046512,0.4,0.6,52.083,tove_lo,0.0
sunshine_kitty,3.4052607459629196,shifted,5.8006,142.132,0.7714285714285715,0.6286,0.7571,78.68,tove_lo,2.538
sunshine_kitty,3.608535519105194,stay_over,5.9203,69.409,0.6666666666666666,0.4706,0.6078,118.252,tove_lo,7.712
sunshine_kitty,3.8442632686992932,sweettalk_my_heart,5.8301,103.704,0.671875,0.4769,0.6,91.358,tove_lo,0.0
